Make,Model,Variant,Ex-Showroom_Price,Displacement_in_cc,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity_in_litres,Fuel_Type,Height_in_mm,Length_in_mm,Width_in_mm,Body_Type,Doors,City_Mileage_in_km_per_litre,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range_in_km_per_full_charge,Max_Power_in_hp,Max_Torque_in_Nm
Volvo,S60 Cross Country,D4,4426500.0,2400.0,5.0,4.0,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,67.0,Diesel,1539.0,4637.0,2097.0,"Sedan, Crossover",4,15.6,19.6,19.6 km/litre,,1776 kg,6,201 mm,Ventilated Disc,Ventilated Disc,"MacPherson Strut, Coil Spring",Independent suspension with McPherson Struts,1619 mm,1577 mm,215/50R17,215/50R17,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,Digital,Digital,Analog,Yes,4.0,Leather,Automatic,2774 mm,215/50R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Internal",380 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,187.4,420.0
Audi,Q5,35 Tdi Premium Plus,5021200.0,1968.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,64.0,Diesel,1608.0,4388.0,1831.0,SUV,5,12.0,,16.9 km/litre,,1585 kg,7,170 mm,Ventilated Disc,Ventilated Disc,"Mac Pherson type with coil spring, stabiliser bar and double acting shock absorber","Double wishbones, two-way adjustable VPS gas-hydraulic shock absorbers, pushrod operated",1571 mm,1575 mm,235 / 60 R18,235 / 60 R18,Electric Power,All Windows,"Yes, with memory",Smart Key,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2603 mm,235/60 R18,Yes,Yes,DVD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,460 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year( regardless of its mileage),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.9 meter,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2185 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Drive side airbag",Yes,Yes,Yes,Yes,8.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,187.4,400.0
Audi,Q5,35 Tdi Technology,5621200.0,1968.0,4.0,4.0,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,64.0,Diesel,1608.0,4388.0,1831.0,SUV,5,12.0,,15.73 km/litre,,1585 kg,7,170 mm,Ventilated Disc,Ventilated Disc,"Mac Pherson type with coil spring, stabiliser bar and double acting shock absorber","Double wishbones, two-way adjustable VPS gas-hydraulic shock absorbers, pushrod operated",1571 mm,1575 mm,235 / 60 R18,235 / 60 R18,Electric Power,All Windows,"Yes, with memory",Smart Key,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2603 mm,235/60 R18,Yes,Yes,DVD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,460 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year( regardless of its mileage),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.9 meter,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2185 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Drive side airbag",Yes,Yes,Yes,Yes,8.0,,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,187.4,400.0
Audi,Q5,45 Tfsi Premium Plus,5021200.0,1984.0,6.0,4.0,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,70.0,Petrol,1659.0,4663.0,1898.0,SUV,5,,,12.44 km/litre,,1955 kg,7,200 mm,Ventilated Disc,Ventilated Disc,5 link independent steel spring,Trapezoidal link independent steel spring,,,235/60R18,235/60R18,Electric Power,All Windows,Yes,Smart Key,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2807 mm,235/60R18,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",550 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,3rd/4th year( regardless of its mileage),Yes,Internal,Digital,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2205 kg,"Rear passenger side airbags, Driver head airbag, Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,8.0,16.5,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,251.44,370.0
Audi,Q5,45 Tfsi Technology,5621200.0,1984.0,6.0,4.0,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,70.0,Petrol,1659.0,4663.0,1898.0,SUV,5,,,12.44 km/litre,,1955 kg,7,200 mm,Ventilated Disc,Ventilated Disc,5 link independent steel spring,Trapezoidal link independent steel spring,,,235/60R18,235/60R18,Electric Power,All Windows,Yes,Smart Key,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2807 mm,235/60R18,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",550 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,3rd/4th year( regardless of its mileage),Yes,Internal,Digital,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2205 kg,"Rear passenger side airbags, Driver head airbag, Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,8.0,16.5,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,251.44,370.0
Land Rover Rover,Range Evoque,S,5494000.0,1999.0,4.0,4.0,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,,Diesel,1649.0,4371.0,1996.0,SUV,5,,,15.6 km/litre,,1915 kg,9,210 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut,Multi - link,1626 mm,1632 mm,235/65R17,235/65R17,Electro-Hydraulic,All Windows,Yes,Smart Key,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2681 mm,235/65R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Automatic,Analog + Digital,Yes,5.65 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,,"Normal, Comfort, Sport",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,2450 kg,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,6.0,15.5,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D180,Yes,Yes,,Yes,Yes,,,176.55,430.0
Land Rover Rover,Range Evoque,Se R-Dynamic,5985000.0,1999.0,4.0,4.0,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,,Diesel,1649.0,4371.0,1996.0,SUV,5,,,15.6 km/litre,,1915 kg,9,210 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut,Multi - link,1626 mm,1632 mm,235/65R17,235/65R17,Electro-Hydraulic,All Windows,Yes,Smart Key,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2681 mm,235/65R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Automatic,Analog + Digital,Yes,5.65 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,,"Normal, Comfort, Sport",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,2450 kg,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,6.0,15.5,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D180,Yes,Yes,,Yes,Yes,,,176.55,430.0
Land Rover Rover,Range Evoque,S Petrol,5494000.0,1997.0,4.0,4.0,AWD (All Wheel Drive),V,BS 6,"Front, Transverse",Injection,,Petrol,1649.0,4371.0,1996.0,SUV,5,,,,,1929 kg,9,210 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut,Multi - link,1626 mm,1632 mm,235/65R17,235/65R17,Electro-Hydraulic,All Windows,Yes,Smart Key,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2681 mm,235/65R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Automatic,Analog + Digital,Yes,5.65 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,,"Normal, Comfort, Sport",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,2430 kg,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,6.0,15.5,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,P 250,Yes,Yes,,Yes,Yes,,,241.65,365.0
Land Rover Rover,Range Evoque,Se R-Dynamic Petrol,5985000.0,1997.0,4.0,4.0,AWD (All Wheel Drive),V,BS 6,"Front, Transverse",Injection,,Petrol,1649.0,4371.0,1996.0,SUV,5,,,,,1929 kg,9,210 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut,Multi - link,1626 mm,1632 mm,235/65R17,235/65R17,Electro-Hydraulic,All Windows,Yes,Smart Key,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2681 mm,235/65R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Automatic,Analog + Digital,Yes,5.65 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,,"Normal, Comfort, Sport",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,2430 kg,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,6.0,15.5,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,P 250,Yes,Yes,,Yes,Yes,,,241.65,365.0
Mercedes-Benz,E-Class,E200,5861062.0,1991.0,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,80.0,Petrol,1494.0,5063.0,1860.0,Sedan,4,8.5,12.0,12 km/litre,,,,,Ventilated Disc,Ventilated Disc,"4-link air suspension, anti-dive, automatic level control & stabilizer","Multi-link, anti-dive, anti-lift, automatic level control & stabilizer",1595 mm,1597 mm,245/45 R17,245/45 R17,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,3079 mm,245/45 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"Internal, With Remote",540 litres,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,4th year /with (absolutely no mileage restriction),Yes,"Internal, With Remote",Analog,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",Yes,Yes,Yes,Yes,7.0,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,181.48,300.0
Mercedes-Benz,E-Class,E350 D,7285332.0,2987.0,6.0,4.0,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80.0,Diesel,1494.0,5063.0,1860.0,Sedan,4,7.45,,142 km/litre,,,,155 mm,Ventilated Disc,Ventilated Disc,"McPhersons axle with coil spring Coil springs, twin-tube gas-filled with SDD/coil springs",Multi link independent suspensions with coil spring Single-tube gas-filled with SDD,1595 mm,1597 mm,245/35 R17,245/35 R17,Electric Power,All Windows,"Yes, with memory",Smart Key,Analog,Analog,Analog,Yes,5.0,Leather,Automatic,3079 mm,245/35 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,Internal,540 litres,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,4th year /with (absolutely no mileage restriction),Yes,Internal,Analog,Manual,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag",Yes,Yes,Yes,Yes,7.0,,"Rake, Reach",,Air Conditioner : Standard,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Semi Automatic Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,,,Yes,Yes,,,,,,265.02,620.0
Mercedes-Benz,E-Class,E220D,5964321.0,2987.0,6.0,4.0,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80.0,Diesel,1494.0,5063.0,1860.0,Sedan,4,,,142 km/litre,,,,155 mm,Ventilated Disc,Ventilated Disc,"McPhersons axle with coil spring Coil springs, twin-tube gas-filled with SDD/coil springs",Multi link independent suspensions with coil spring Single-tube gas-filled with SDD,1595 mm,1597 mm,245/35 R17,245/35 R17,Electric Power,All Windows,"Yes, with memory",Smart Key,Analog,Analog,Analog,Yes,5.0,Leather,Automatic,3079 mm,245/35 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,Internal,540 litres,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,4th year /with (absolutely no mileage restriction),Yes,Internal,Analog,Manual,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag",Yes,Yes,Yes,Yes,7.0,,"Rake, Reach",,Air Conditioner : Standard,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Semi Automatic Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,,,Yes,Yes,,,,,,265.02,620.0
Mercedes-Benz,E-Class,E 63 S Amg,15000000.0,5461.0,8.0,4.0,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80.0,Petrol,1474.0,4879.0,1854.0,Sedan,4,4.5,8.5,8.5 km/litre,,1845 kg,7,155 mm,Ventilated Disc,Ventilated Disc,"4-link air suspension, anti-dive, automatic level control & stabilizer","Multi-link, anti-dive, anti-lift, automatic level control & stabilizer",,,255/40 R18,285/35 R18,Electric Power,All Windows,"Yes, with memory",,,,Yes,,4.0,Leather,Automatic,2874 mm,18,,,CD/MP3 Player,,,3 years / Unlimited Kms,Yes,Internal,540 litres,,Yes,Yes,,,,,,4th year /with (absolutely no mileage restriction),,Internal,,Automatic,Analog,Yes,5.65 meter,Yes,Driver & Front Passenger,,2 Zone Climate Control,Yes,Yes,,,,,,Yes,,,,,,,Yes,Yes,,2390 kg,"Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags, Driver frontal airbag",Yes,Yes,Yes,,6.0,10.3:1,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,,,,,,Multifunction Steering Wheel,,Yes,Electric Adjustment,Yes,,Yes,,,Yes,,,Only front,,,Yes,,Yes,Yes,,Yes,Yes,,,,,,556.61,720.0
Mercedes-Benz,E-Class,E200 Expression,5750000.0,1991.0,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,80.0,Petrol,1494.0,5063.0,1860.0,Sedan,4,8.5,12.0,12 km/litre,,,,,Ventilated Disc,Ventilated Disc,"4-link air suspension, anti-dive, automatic level control & stabilizer","Multi-link, anti-dive, anti-lift, automatic level control & stabilizer",1595 mm,1597 mm,245/45 R17,245/45 R17,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,3079 mm,245/45 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"Internal, With Remote",540 litres,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,4th year /with (absolutely no mileage restriction),Yes,"Internal, With Remote",Analog,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",Yes,Yes,Yes,Yes,7.0,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,181.48,300.0
Mercedes-Benz,E-Class,E200 Exclusive,6150000.0,1991.0,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,80.0,Petrol,1494.0,5063.0,1860.0,Sedan,4,8.5,12.0,12 km/litre,,,,,Ventilated Disc,Ventilated Disc,"4-link air suspension, anti-dive, automatic level control & stabilizer","Multi-link, anti-dive, anti-lift, automatic level control & stabilizer",1595 mm,1597 mm,245/45 R17,245/45 R17,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,3079 mm,245/45 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"Internal, With Remote",540 litres,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,4th year /with (absolutely no mileage restriction),Yes,"Internal, With Remote",Analog,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",Yes,Yes,Yes,Yes,7.0,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,181.48,300.0
Mercedes-Benz,E-Class,E220D Expression,5850000.0,2987.0,6.0,4.0,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80.0,Diesel,1494.0,5063.0,1860.0,Sedan,4,,,142 km/litre,,,,155 mm,Ventilated Disc,Ventilated Disc,"McPhersons axle with coil spring Coil springs, twin-tube gas-filled with SDD/coil springs",Multi link independent suspensions with coil spring Single-tube gas-filled with SDD,1595 mm,1597 mm,245/35 R17,245/35 R17,Electric Power,All Windows,"Yes, with memory",Smart Key,Analog,Analog,Analog,Yes,5.0,Leather,Automatic,3079 mm,245/35 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,Internal,540 litres,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,4th year /with (absolutely no mileage restriction),Yes,Internal,Analog,Manual,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag",Yes,Yes,Yes,Yes,7.0,,"Rake, Reach",,Air Conditioner : Standard,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Semi Automatic Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,,,Yes,Yes,,,,,,265.02,620.0
